"award","projname","projectnmbr","dateofaward","lgid","program","county"
"980.55","","","01-DEC-16","64029","CTF","Adams, Weld"
"93102.24","","","01-DEC-16","64029","CTF","Adams, Weld"
"342.92","","","01-DEC-16","22001","CTF","Fremont"
"165637.15","","","01-DEC-16","64030","CTF","Broomfield"
"14563.51","","","01-DEC-16","44001","CTF","Morgan"
"7300.51","","","01-DEC-16","08002","CTF","Chaffee"
"10038.53","","","01-DEC-16","32004","CTF","Kit Carson"
"2167.38","","","01-DEC-16","21006","CTF","El Paso"
"139.31","","","01-DEC-16","05003","CTF","Baca"
"21747.48","","","01-DEC-16","22002","CTF","Fremont"
"17569.44","","","01-DEC-16","23004","CTF","Garfield"
"15515.92","","","01-DEC-16","65986","CTF","Douglas"
"117648.02","","","01-DEC-16","18003","CTF","Douglas"
"5794.86","","","01-DEC-16","15003","CTF","Delta"
"152632.86","","","01-DEC-16","03163","CTF","Arapahoe"
"5309.95","","","01-DEC-16","64039","CTF","Rio Grande, Saguache"
"557.25","","","01-DEC-16","64039","CTF","Rio Grande, Saguache"
"1934.3","","","01-DEC-16","64263","CTF","Clear Creek, Gilpin"
"656.38","","","01-DEC-16","45001","CTF","Otero"
"17114","","","01-DEC-16","03023","CTF","Arapahoe"
"1146.65","","","01-DEC-16","09007","CTF","Cheyenne"
"959.11","","","01-DEC-16","22006","CTF","Fremont"
"313.45","","","01-DEC-16","36004","CTF","Las Animas"
"1867.32","","","01-DEC-16","39011","CTF","Mesa"
"1187209.99","","","01-DEC-16","21015","CTF","El Paso"
"1792.31","","","01-DEC-16","03029","CTF","Arapahoe"
"129444.04","","","01-DEC-16","01005","CTF","Adams"
"23056.21","","","01-DEC-16","42004","CTF","Montezuma"
"23557.2","","","01-DEC-16","41004","CTF","Moffat"
"551.89","","","01-DEC-16","15005","CTF","Delta"
"760.86","","","01-DEC-16","40001","CTF","Mineral"
"2064.24","","","01-DEC-16","26004","CTF","Gunnison"
"407.22","","","01-DEC-16","55004","CTF","Saguache"
"2968.43","","","01-DEC-16","60001","CTF","Teller"
"289.34","","","01-DEC-16","38002","CTF","Logan"
"452.77","","","01-DEC-16","13002","CTF","Crowley"
"5986.42","","","01-DEC-16","62007","CTF","Weld"
"1318.11","","","01-DEC-16","39012","CTF","Mesa"
"4364.23","","","01-DEC-16","53002","CTF","Rio Grande"
"23179.45","","","01-DEC-16","15015","CTF","Delta"
"1742671.5","","","01-DEC-16","16002","CTF","Denver"
"2512.98","","","01-DEC-16","59009","CTF","Summit"
"2534.41","","","01-DEC-16","42008","CTF","Montezuma"
"1843.21","","","01-DEC-16","17003","CTF","Dolores"
"47735.95","","","01-DEC-16","34008","CTF","La Plata"
"1596.74","","","01-DEC-16","31002","CTF","Kiowa"
"12886.4","","","01-DEC-16","62008","CTF","Weld"
"693.88","","","01-DEC-16","63003","CTF","Yuma"
"14239.34","","","01-DEC-16","30020","CTF","Jefferson"
"1868.66","","","01-DEC-16","20004","CTF","Elbert"
"384.45","","","01-DEC-16","10005","CTF","Clear Creek"
"24714.56","","","01-DEC-16","64060","CTF","Boulder, Weld"
"24567.21","","","01-DEC-16","64060","CTF","Boulder, Weld"
"8301.15","","","01-DEC-16","35004","CTF","Larimer"
"52224.75","","","01-DEC-16","62011","CTF","Weld"
"16382.61","","","01-DEC-16","01009","CTF","Adams"
"15436.89","","","01-DEC-16","62012","CTF","Weld"
"1511","","","01-DEC-16","32010","CTF","Kit Carson"
"1079.67","","","01-DEC-16","38005","CTF","Logan"
"414106.26","","","01-DEC-16","35009","CTF","Larimer"
"20795.06","","","01-DEC-16","62014","CTF","Weld"
"30177.22","","","01-DEC-16","44006","CTF","Morgan"
"63704.64","","","01-DEC-16","21026","CTF","El Paso"
"3086.31","","","01-DEC-16","45004","CTF","Otero"
"1548.51","","","01-DEC-16","25006","CTF","Grand"
"14611.73","","","01-DEC-16","62016","CTF","Weld"
"7573.77","","","01-DEC-16","59015","CTF","Summit"
"34000.28","","","01-DEC-16","39014","CTF","Mesa"
"372.39","","","01-DEC-16","37004","CTF","Lincoln"
"1339.54","","","01-DEC-16","10007","CTF","Clear Creek"
"2906.81","","","01-DEC-16","62020","CTF","Weld"
"13403.47","","","01-DEC-16","03043","CTF","Arapahoe"
"53495.98","","","01-DEC-16","30035","CTF","Jefferson"
"1318.11","","","01-DEC-16","50007","CTF","Prowers"
"5062.13","","","01-DEC-16","25008","CTF","Grand"
"165637.15","","","01-DEC-16","39020","CTF","Mesa"
"620.21","","","01-DEC-16","25014","CTF","Grand"
"264334.66","","","01-DEC-16","62022","CTF","Weld"
"69.66","","","01-DEC-16","64070","CTF","El Paso, Teller"
"2186.13","","","01-DEC-16","64070","CTF","El Paso, Teller"
"37976.04","","","01-DEC-16","03051","CTF","Arapahoe"
"385.79","","","01-DEC-16","62023","CTF","Weld"
"7950.19","","","01-DEC-16","26008","CTF","Gunnison"
"9104.87","","","01-DEC-16","19020","CTF","Eagle"
"206.29","","","01-DEC-16","50008","CTF","Prowers"
"179.5","","","01-DEC-16","31003","CTF","Kiowa"
"2593.35","","","01-DEC-16","48004","CTF","Phillips"
"4940.23","","","01-DEC-16","54005","CTF","Routt"
"704.6","","","01-DEC-16","44007","CTF","Morgan"
"2065.57","","","01-DEC-16","50011","CTF","Prowers"
"6022.58","","","01-DEC-16","48005","CTF","Phillips"
"275.95","","","01-DEC-16","02005","CTF","Alamosa"
"1754.8","","","01-DEC-16","25015","CTF","Grand"
"1209.61","","","01-DEC-16","15020","CTF","Delta"
"4206.16","","","01-DEC-16","62029","CTF","Weld"
"1942.34","","","01-DEC-16","37006","CTF","Lincoln"
"2348.22","","","01-DEC-16","10008","CTF","Clear Creek"
"1926.26","","","01-DEC-16","34015","CTF","La Plata"
"704.6","","","01-DEC-16","38007","CTF","Logan"
"696.56","","","01-DEC-16","07018","CTF","Boulder"
"980.55","","","01-DEC-16","64266","CTF","Larimer, Weld"
"16847.43","","","01-DEC-16","64266","CTF","Larimer, Weld"
"3196.15","","","01-DEC-16","58004","CTF","Sedgwick"
"3196.15","","","01-DEC-16","62033","CTF","Weld"
"4128.47","","","01-DEC-16","62035","CTF","Weld"
"176.82","","","01-DEC-16","36005","CTF","Las Animas"
"1979.84","","","01-DEC-16","20005","CTF","Elbert"
"629.59","","","01-DEC-16","09013","CTF","Cheyenne"
"3603.37","","","01-DEC-16","25018","CTF","Grand"
"2162.02","","","01-DEC-16","11009","CTF","Conejos"
"18493.73","","","01-DEC-16","45007","CTF","Otero"
"5505.52","","","01-DEC-16","62037","CTF","Weld"
"1016.71","","","01-DEC-16","28007","CTF","Huerfano"
"71761.99","","","01-DEC-16","07020","CTF","Boulder"
"991.26","","","01-DEC-16","27005","CTF","Hinsdale"
"396985.56","","","01-DEC-16","30055","CTF","Jefferson"
"19943.11","","","01-DEC-16","50012","CTF","Prowers"
"511.71","","","01-DEC-16","18021","CTF","Douglas"
"5802.9","","","01-DEC-16","06005","CTF","Bent"
"6965.62","","","01-DEC-16","33004","CTF","Lake"
"5114.37","","","01-DEC-16","37007","CTF","Lincoln"
"56098.71","","","01-DEC-16","64085","CTF","Arapahoe, Douglas, Jefferson"
"38.85","","","01-DEC-16","64085","CTF","Arapahoe, Douglas, Jefferson"
"3332.78","","","01-DEC-16","64085","CTF","Arapahoe, Douglas, Jefferson"
"5.36","","","01-DEC-16","62038","CTF","Adams, Weld"
"14365.26","","","01-DEC-16","62038","CTF","Adams, Weld"
"2325.45","","","01-DEC-16","44009","CTF","Morgan"
"18438.81","","","01-DEC-16","18104","CTF","Douglas"
"329.53","","","01-DEC-16","64205","CTF","Boulder, Weld"
"243078.79","","","01-DEC-16","64205","CTF","Boulder, Weld"
"53707.63","","","01-DEC-16","07029","CTF","Boulder"
"195527.7","","","01-DEC-16","35026","CTF","Larimer"
"5213.5","","","01-DEC-16","07032","CTF","Boulder"
"2612.11","","","01-DEC-16","11010","CTF","Conejos"
"3691.78","","","01-DEC-16","42016","CTF","Montezuma"
"14074.58","","","01-DEC-16","21030","CTF","El Paso"
"1133.25","","","01-DEC-16","45009","CTF","Otero"
"350.96","","","01-DEC-16","26010","CTF","Gunnison"
"10469.87","","","01-DEC-16","62040","CTF","Weld"
"3229.64","","","01-DEC-16","52007","CTF","Rio Blanco"
"752.82","","","01-DEC-16","38011","CTF","Logan"
"8144.42","","","01-DEC-16","62043","CTF","Weld"
"2794.29","","","01-DEC-16","19024","CTF","Eagle"
"305.42","","","01-DEC-16","55005","CTF","Saguache"
"11506.67","","","01-DEC-16","53005","CTF","Rio Grande"
"182.18","","","01-DEC-16","59028","CTF","Summit"
"25443.28","","","01-DEC-16","43004","CTF","Montrose"
"1165.4","","","01-DEC-16","30065","CTF","Jefferson"
"1411.88","","","01-DEC-16","30067","CTF","Jefferson"
"3691.78","","","01-DEC-16","57027","CTF","San Miguel"
"1079.67","","","01-DEC-16","26011","CTF","Gunnison"
"1427.95","","","01-DEC-16","43005","CTF","Montrose"
"12262.17","","","01-DEC-16","23012","CTF","Garfield"
"34.83","","","01-DEC-16","64198","CTF","Adams, Weld"
"103495.76","","","01-DEC-16","64198","CTF","Adams, Weld"
"739.43","","","01-DEC-16","57007","CTF","San Miguel"
"1181.48","","","01-DEC-16","62045","CTF","Weld"
"2373.67","","","01-DEC-16","54010","CTF","Routt"
"4835.75","","","01-DEC-16","43012","CTF","Montrose"
"889.46","","","01-DEC-16","13004","CTF","Crowley"
"8061.37","","","01-DEC-16","15022","CTF","Delta"
"2788.93","","","01-DEC-16","13006","CTF","Crowley"
"1253.81","","","01-DEC-16","61006","CTF","Washington"
"2697.84","","","01-DEC-16","46007","CTF","Ouray"
"4731.27","","","01-DEC-16","04006","CTF","Archuleta"
"6965.62","","","01-DEC-16","39034","CTF","Mesa"
"6970.98","","","01-DEC-16","21034","CTF","El Paso"
"88.41","","","01-DEC-16","48006","CTF","Phillips"
"2218.28","","","01-DEC-16","15025","CTF","Delta"
"114295.15","","","01-DEC-16","18028","CTF","Douglas"
"626.91","","","01-DEC-16","38016","CTF","Logan"
"2344.2","","","01-DEC-16","62046","CTF","Weld"
"91.09","","","01-DEC-16","26012","CTF","Gunnison"
"2046.82","","","01-DEC-16","08006","CTF","Chaffee"
"359","","","01-DEC-16","05006","CTF","Baca"
"289815.44","","","01-DEC-16","51016","CTF","Pueblo"
"340.24","","","01-DEC-16","21036","CTF","El Paso"
"270.59","","","01-DEC-16","62051","CTF","Weld"
"707.28","","","01-DEC-16","19026","CTF","Eagle"
"667.09","","","01-DEC-16","17007","CTF","Dolores"
"2531.74","","","01-DEC-16","46009","CTF","Ouray"
"1331.51","","","01-DEC-16","22018","CTF","Fremont"
"10325.2","","","01-DEC-16","45014","CTF","Otero"
"11625.23","","","01-JUN-16","65152","CTF","Eagle, Pitkin"
"2142.51","","","01-JUN-16","65495","CTF","El Paso"
"1043.88","","","01-JUN-16","30140","CTF","Jefferson"
"6155.7","","","01-JUN-16","03097","CTF","Arapahoe"
"1047.66","","","01-JUN-16","34006","CTF","La Plata"
"1191.12","","","01-JUN-16","34007","CTF","La Plata"
"1315.71","","","01-JUN-16","18114","CTF","Douglas"
"2278.42","","","01-JUN-16","01065","CTF","Adams"
"5917.85","","","01-JUN-16","19015","CTF","Eagle"
"796.6","","","01-JUN-16","03036","CTF","Arapahoe"
"1815","","","01-JUN-16","03130","CTF","Arapahoe"
"7165.61","","","01-JUN-16","52003","CTF","Rio Blanco"
"16239.65","","","01-JUN-16","16010","CTF","Denver"
"337.89","","","01-JUN-16","34035","CTF","La Plata"
"27495.84","","","01-JUN-16","20010","CTF","Elbert"
"8205.71","","","01-JUN-16","21094","CTF","El Paso"
"20826.69","","","01-JUN-16","64119","CTF","Boulder, Larimer"
"222.75","","","01-JUN-16","64119","CTF","Boulder, Larimer"
"42744.46","","","01-JUN-16","30023","CTF","Jefferson"
"1604.52","","","01-JUN-16","65117","CTF","El Paso"
"177616.8","","","01-JUN-16","30028","CTF","Jefferson"
"694.66","","","01-JUN-16","30029","CTF","Jefferson"
"3018.39","","","01-JUN-16","34011","CTF","La Plata"
"579.52","","","01-JUN-16","65882","CTF","Jefferson"
"679.56","","","01-JUN-16","65883","CTF","Jefferson"
"13604.46","","","01-JUN-16","18045","CTF","Douglas"
"10350.11","","","01-JUN-16","25005","CTF","Grand"
"31274.96","","","01-JUN-16","16011","CTF","Denver"
"10999.47","","","01-JUN-16","03129","CTF","Arapahoe"
"4664.44","","","01-JUN-16","25013","CTF","Grand"
"1636.61","","","01-JUN-16","07013","CTF","Boulder"
"111.37","","","01-JUN-16","64073","CTF","Gunnison, Saguache"
"28560.49","","","01-JUN-16","64073","CTF","Gunnison, Saguache"
"987.25","","","01-JUN-16","47006","CTF","Park"
"5804.59","","","01-JUN-16","03024","CTF","Arapahoe"
"1595.08","","","01-JUN-16","18102","CTF","Douglas"
"834.35","","","01-JUN-16","65297","CTF","Adams"
"4230.27","","","01-JUN-16","18083","CTF","Douglas"
"187266.59","","","01-JUN-16","65783","CTF","Douglas"
"12133.96","","","01-JUN-16","65065","CTF","Huerfano"
"230124.31","","","01-JUN-16","01013","CTF","Adams"
"293.53","","","01-JUN-16","47008","CTF","Park"
"20422.73","","","01-JUN-16","30116","CTF","Jefferson"
"5868.77","","","01-JUN-16","30057","CTF","Jefferson"
"5738.53","","","01-JUN-16","18042","CTF","Douglas"
"613.49","","","01-JUN-16","46013","CTF","Ouray"
"445.49","","","01-JUN-16","04018","CTF","Archuleta"
"390.75","","","01-JUN-16","21081","CTF","El Paso"
"362.43","","","01-JUN-16","18024","CTF","Douglas"
"12688.94","","","01-JUN-16","18056","CTF","Douglas"
"5357.22","","","01-JUN-16","18057","CTF","Douglas"
"941.95","","","01-JUN-16","18058","CTF","Douglas"
"11.33","","","01-JUN-16","18059","CTF","Douglas"
"1946.19","","","01-JUN-16","18061","CTF","Douglas"
"4904.17","","","01-JUN-16","18062","CTF","Douglas"
"7762.11","","","01-JUN-16","21106","CTF","El Paso"
"3632.83","","","01-JUN-16","64211","CTF","Eagle, Garfield"
"198.21","","","01-JUN-16","64211","CTF","Eagle, Garfield"
"58704.74","","","01-JUN-16","43003","CTF","Montrose"
"426.61","","","01-JUN-16","30124","CTF","Jefferson"
"1296.83","","","01-JUN-16","64096","CTF","Arapahoe, Jefferson"
"519.11","","","01-JUN-16","64096","CTF","Arapahoe, Jefferson"
"14774.82","","","01-JUN-16","15029","CTF","Delta"
"2731.46","","","01-JUN-16","66164","CTF","San Miguel"
"866.44","","","01-JUN-16","03059","CTF","Arapahoe"
"4111.35","","","01-JUN-16","21074","CTF","El Paso"
"1855.58","","","01-JUN-16","39035","CTF","Mesa"
"7386.46","","","01-JUN-16","23029","CTF","Garfield"
"12641.75","","","01-JUN-16","03103","CTF","Arapahoe"
"7571.46","","","01-JUN-16","22022","CTF","Fremont"
"2557.8","","","01-JUN-16","18029","CTF","Douglas"
"2893.8","","","01-JUN-16","18112","CTF","Douglas"
"1168.47","","","01-JUN-16","30105","CTF","Jefferson"
"8258.57","","","01-JUN-16","30075","CTF","Jefferson"
"18538.84","","","01-JUN-16","30148","CTF","Jefferson"
"75.51","","","01-JUN-16","34024","CTF","La Plata"
"2021.7","","","01-JUN-16","01066","CTF","Adams"
"12722.92","","","01-JUN-16","18055","CTF","Douglas"
"1077.86","","","01-JUN-16","04014","CTF","Archuleta"
"8313.31","","","01-JUN-16","03067","CTF","Arapahoe"
"9696.03","","","01-JUN-16","47021","CTF","Park"
"236170.53","","","01-JUN-16","64126","CTF","Arapahoe, Denver, Douglas, Jefferson"
"42567.02","","","01-JUN-16","64126","CTF","Arapahoe, Denver, Douglas, Jefferson"
"3443.12","","","01-JUN-16","05010","CTF","Baca"
"411.51","","","01-JUN-16","10010","CTF","Clear Creek"
"0","","","01-JUN-16","65844","CTF","Weld"
"0","","","01-JUN-16","65845","CTF","Weld"
"0","","","01-JUN-16","65846","CTF","Weld"
"2134.96","","","01-JUN-16","54017","CTF","Routt"
"15035.31","","","01-JUN-16","18043","CTF","Douglas"
"6771.08","","","01-JUN-16","64135","CTF","Adams, Arapahoe"
"1819.72","","","01-JUN-16","03076","CTF","Arapahoe"
"220.86","","","01-JUN-16","59032","CTF","Summit"
"1849.92","","","01-JUN-16","62104","CTF","Larimer, Weld"
"39125.8","","","01-JUN-16","62104","CTF","Larimer, Weld"
"183.1","","","01-JUN-16","05014","CTF","Baca"
"10463.37","","","01-JUN-16","19032","CTF","Eagle"
"430.39","","","01-JUN-16","05018","CTF","Baca"
"9151.44","","","01-JUN-16","62123","CTF","Weld"
"2259.54","","","01-JUN-16","30111","CTF","Jefferson"
"45403.25","","","01-JUN-16","19039","CTF","Eagle"
"5293.03","","","01-JUN-16","52019","CTF","Rio Blanco"
"441.72","","","01-JUN-16","47015","CTF","Park"
"12779.55","","","01-JUN-16","21089","CTF","El Paso"
"7916.93","","","01-JUN-16","01049","CTF","Adams"
"2212.35","","","01-JUN-16","03033","CTF","Arapahoe"
"1185.46","","","01-JUN-16","41005","CTF","Moffat"
"39132.09","","","09-MAR-17","64225","CTF","Larimer, Weld"
"8381.16","","","09-MAR-17","63017","CTF","Yuma"
"8378.85","","","09-MAR-17","06001","CTF","Bent"
"9987.24","","","09-MAR-17","11004","CTF","Conejos"
"2319.13","","","09-MAR-17","17002","CTF","Dolores"
"3122.17","","","09-MAR-17","18122","CTF","Douglas"
"4844.78","","","09-MAR-17","18053","CTF","Douglas"
"1006.11","","","09-MAR-17","66136","CTF","Boulder, Jefferson"
"686.51","","","09-MAR-17","18110","CTF","Douglas"
"7069.87","","","09-MAR-17","65152","CTF","Eagle, Pitkin"
"3846.75","","","09-MAR-17","03097","CTF","Arapahoe"
"3561.76","","","09-MAR-17","19015","CTF","Eagle"
"353.06","","","09-MAR-17","34035","CTF","La Plata"
"991.11","","","09-MAR-17","65117","CTF","El Paso"
"25981.14","","","09-MAR-17","62104","CTF","Larimer, Weld"
"5614.36","","","09-MAR-17","62123","CTF","Weld"
"57.69","","","09-MAR-17","59023","CTF","Summit"
"1739.28","","","06-JUN-17","66164","CTF","San Miguel"
"571.75","","","06-JUN-17","03059","CTF","Arapahoe"
"2649.75","","","06-JUN-17","21074","CTF","El Paso"
"1168.73","","","06-JUN-17","39035","CTF","Mesa"
"4731.96","","","06-JUN-17","23029","CTF","Garfield"
"8349.25","","","06-JUN-17","03103","CTF","Arapahoe"
"4485.12","","","06-JUN-17","22022","CTF","Fremont"
"2198.12","","","06-JUN-17","18029","CTF","Douglas"
"1855.79","","","06-JUN-17","18112","CTF","Douglas"
"748.32","","","06-JUN-17","30105","CTF","Jefferson"
"5271.88","","","06-JUN-17","30075","CTF","Jefferson"
"11832.6","","","06-JUN-17","30148","CTF","Jefferson"
"36605.28","","","06-JUN-17","51015","CTF","Pueblo"
"48.05","","","06-JUN-17","34024","CTF","La Plata"
"1300.85","","","06-JUN-17","01066","CTF","Adams"
"8185.89","","","06-JUN-17","18055","CTF","Douglas"
"687.06","","","06-JUN-17","04014","CTF","Archuleta"
"252.24","","","06-JUN-17","36018","CTF","Las Animas"
"5299.51","","","06-JUN-17","03067","CTF","Arapahoe"
"6226.8","","","06-JUN-17","47021","CTF","Park"
"151972.88","","","06-JUN-17","64126","CTF","Arapahoe, Denver, Douglas, Jefferson"
"3053.34","","","06-JUN-17","64126","CTF","Arapahoe, Denver, Douglas, Jefferson"
"27510.12","","","06-JUN-17","64126","CTF","Arapahoe, Denver, Douglas, Jefferson"
"2174.1","","","06-JUN-17","05010","CTF","Baca"
"265.46","","","06-JUN-17","10010","CTF","Clear Creek"
"0","","","06-JUN-17","65844","CTF","Weld"
"0","","","06-JUN-17","65845","CTF","Weld"
"0","","","06-JUN-17","65846","CTF","Weld"
"1362.11","","","06-JUN-17","54017","CTF","Routt"
"9686.14","","","06-JUN-17","18043","CTF","Douglas"
"1992.72","","","06-JUN-17","64135","CTF","Adams, Arapahoe"
"4392.63","","","06-JUN-17","64135","CTF","Adams, Arapahoe"
"1203.56","","","06-JUN-17","03076","CTF","Arapahoe"
"142.94","","","06-JUN-17","59032","CTF","Summit"
"27047.67","","","06-JUN-17","62104","CTF","Larimer, Weld"
"1267.22","","","06-JUN-17","62104","CTF","Larimer, Weld"
"4476.71","","","06-JUN-17","21061","CTF","El Paso"
"116.51","","","06-JUN-17","05014","CTF","Baca"
"6809.36","","","06-JUN-17","19032","CTF","Eagle"
"271.46","","","06-JUN-17","05018","CTF","Baca"
"5844.83","","","06-JUN-17","62123","CTF","Weld"
"1120.68","","","06-JUN-17","05022","CTF","Baca"
"1438.39","","","06-JUN-17","30111","CTF","Jefferson"
"28925.08","","","06-JUN-17","19039","CTF","Eagle"
"3261.14","","","06-JUN-17","52019","CTF","Rio Blanco"
"283.47","","","06-JUN-17","47015","CTF","Park"
"60.06","","","06-JUN-17","59023","CTF","Summit"
"8239.94","","","06-JUN-17","21089","CTF","El Paso"
"5133.76","","","06-JUN-17","01049","CTF","Adams"
"1479.83","","","06-JUN-17","03033","CTF","Arapahoe"
"756.73","","","06-JUN-17","41005","CTF","Moffat"
"8016.53","","","06-JUN-17","19009","CTF","Eagle"
"78752.7","","","06-JUN-17","03041","CTF","Arapahoe"
"832.4","","","06-JUN-17","47005","CTF","Park"
"9234.5","","","06-JUN-17","22011","CTF","Fremont"
"1859.39","","","06-JUN-17","03134","CTF","Arapahoe"
"586.16","","","06-JUN-17","62018","CTF","Weld"
"23804.54","","","06-JUN-17","23008","CTF","Garfield"
"10110.14","","","06-JUN-17","21032","CTF","El Paso"
"3617.89","","","06-JUN-17","07033","CTF","Boulder"
"1676.82","","","06-JUN-17","43007","CTF","Montrose"
"458.84","","","06-JUN-17","57008","CTF","San Miguel"
"763.94","","","06-JUN-17","58007","CTF","Sedgwick"
"1324.88","","","06-JUN-17","23013","CTF","Garfield"
"6380.55","","","06-JUN-17","62050","CTF","Weld"
"2747.05","","","06-JUN-17","52015","CTF","Rio Blanco"
"22483.27","","","06-JUN-17","23017","CTF","Garfield"
"7906.02","","","06-JUN-17","14001","CTF","Custer"
"331278.1","","","06-JUN-17","21019","CTF","El Paso"
"12937.67","","","06-JUN-17","25009","CTF","Grand"
"1539.88","","","06-JUN-17","31004","CTF","Kiowa"
"12131.69","","","06-JUN-17","36006","CTF","Las Animas"
"9099.97","","","06-JUN-17","41007","CTF","Moffat"
